Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin
Malaria, chills, vomiting, high_fever, sweating, headache, nausea
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin
Malaria, chills, vomiting, high_fever, sweating, headache, nausea
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin
Malaria, chills, vomiting, high_fever, sweating, headache, nausea
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin
Malaria, chills, vomiting, high_fever, sweating, headache, nausea
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin
Malaria, chills, vomiting, high_fever, sweating, headache, nausea
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin
Malaria, chills, vomiting, high_fever, sweating, headache, nausea
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin
Malaria, chills, vomiting, high_fever, sweating, headache, nausea
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin
Malaria, chills, vomiting, high_fever, sweating, headache, nausea
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin
Malaria, chills, vomiting, high_fever, sweating, headache, nausea
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin
Malaria, chills, vomiting, high_fever, sweating, headache, nausea
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin
Malaria, chills, vomiting, high_fever, sweating, headache, nausea
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin
Malaria, chills, vomiting, high_fever, sweating, headache, nausea
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching
